================================================================================
                                     S L S                                      
                                  version: 3.3                                  
                      S I M U L A T I O N   R E S U L T S                       
================================================================================
 time         | c   r   s   r   r   r   r   r   r   r   r   r   r   r   s   r 
 in 1e-09 sec | l   e   t   a   a   a   a   a   a   a   a   a   a   a   c   e 
              | k   s   a   m   m   m   m   m   m   m   m   m   m   m   o   a 
              |     e   r   _   _   _   _   _   _   _   _   _   _   _   r   d 
              |     t   t   i   o   a   a   a   a   a   a   a   a   w   e   y 
              |             n   u   d   d   d   d   d   d   d   d   r         
              |                 t   d   d   d   d   d   d   d   d   i         
              |                     r   r   r   r   r   r   r   r   t         
              |                     _   _   _   _   _   _   _   _   e         
     701444.3 | 1   0   1   1   0   0   0   0   0   0   1   0   1   1   0   0
     701444.4 | 1   0   1   1   0   0   0   0   0   0   0   0   0   1   0   0
     701445.0 | 1   0   1   1   1   0   0   0   0   0   0   0   0   1   0   0
     701445.7 | 1   0   1   1   1   0   0   0   1   0   0   0   0   1   0   0
     701446.0 | 1   0   1   1   1   0   0   0   1   0   0   1   0   1   0   0
     701446.3 | 1   0   1   1   1   0   0   0   1   0   1   1   1   1   0   0
     701600.0 | 0   0   1   1   1   0   0   0   1   0   1   1   1   1   0   0
     701760.0 | 1   0   1   1   1   0   0   0   1   0   1   1   1   1   0   0
     701762.8 | 1   0   1   1   0   0   0   0   1   0   1   1   1   1   0   0
     701763.5 | 1   0   1   1   0   0   0   0   1   1   1   1   1   1   0   0
     701763.9 | 1   0   1   1   0   0   0   0   1   1   1   1   1   0   0   0
     701765.8 | 1   0   1   1   0   0   0   0   0   1   1   1   1   0   0   0
     701920.0 | 0   0   1   1   0   0   0   0   0   1   1   1   1   0   0   0
     702080.0 | 1   0   1   1   0   0   0   0   0   1   1   1   1   0   0   0
     702081.6 | 1   0   1   1   0   0   0   0   0   1   1   0   1   0   0   0
     702081.7 | 1   0   1   1   0   0   0   0   0   1   0   0   1   0   0   0
     702082.0 | 1   0   1   1   0   0   0   0   0   1   0   0   0   0   0   0
     702082.8 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
     702240.0 | 0   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
     702400.0 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
     702560.0 | 0   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
     702720.0 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
     702724.3 | 1   0   1   1   0   0   0   0   0   0   0   0   0   1   0   0
     702725.0 | 1   0   1   1   1   0   0   0   0   0   0   0   0   1   0   0
     702725.5 | 1   0   1   1   1   0   0   0   0   1   0   0   0   1   0   0
     702880.0 | 0   0   1   1   1   0   0   0   0   1   0   0   0   1   0   0
     703040.0 | 1   0   1   1   1   0   0   0   0   1   0   0   0   1   0   0
     703043.3 | 1   0   1   1   0   0   0   0   0   1   0   0   0   1   0   0
     703044.4 | 1   0   1   1   0   0   0   0   0   1   0   0   0   0   0   0
     703046.1 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
     703200.0 | 0   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
     703360.0 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
     703362.2 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
     703364.4 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
     703365.9 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
     703520.0 | 0   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
     703680.0 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
     703840.0 | 0   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
     704000.0 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
     704004.3 | 1   0   1   1   0   0   0   0   0   0   0   0   1   1   0   0
     704004.4 | 1   0   1   1   0   0   0   0   0   0   0   0   0   1   0   0
     704005.0 | 1   0   1   1   1   0   0   0   0   0   0   0   0   1   0   0
     704005.5 | 1   0   1   1   1   0   0   0   0   1   0   0   0   1   0   0
     704006.3 | 1   0   1   1   1   0   0   0   0   1   0   0   1   1   0   0
     704160.0 | 0   0   1   1   1   0   0   0   0   1   0   0   1   1   0   0
     704320.0 | 1   0   1   1   1   0   0   0   0   1   0   0   1   1   0   0
     704323.3 | 1   0   1   1   0   0   0   0   0   1   0   0   1   1   0   0
     704324.4 | 1   0   1   1   0   0   0   0   0   1   0   0   1   0   0   0
     704326.1 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
     704480.0 | 0   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
     704640.0 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
     704642.0 | 1   0   1   1   0   0   0   0   0   0   0   1   0   0   0   0
     704644.1 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
     704645.6 | 1   0   1   1   0   0   0   0   0   0   0   1   0   0   0   0
     704800.0 | 0   0   1   1   0   0   0   0   0   0   0   1   0   0   0   0
     704960.0 | 1   0   1   1   0   0   0   0   0   0   0   1   0   0   0   0
     705120.0 | 0   0   1   1   0   0   0   0   0   0   0   1   0   0   0   0
     705280.0 | 1   0   1   1   0   0   0   0   0   0   0   1   0   0   0   0
     705284.1 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
     705284.3 | 1   0   1   1   0   0   0   0   0   0   0   0   0   1   0   0
     705285.0 | 1   0   1   1   1   0   0   0   0   0   0   0   0   1   0   0
     705285.5 | 1   0   1   1   1   0   0   0   0   1   0   0   0   1   0   0
     705286.0 | 1   0   1   1   1   0   0   0   0   1   0   1   0   1   0   0
     705440.0 | 0   0   1   1   1   0   0   0   0   1   0   1   0   1   0   0
     705600.0 | 1   0   1   1   1   0   0   0   0   1   0   1   0   1   0   0
     705603.3 | 1   0   1   1   0   0   0   0   0   1   0   1   0   1   0   0
     705604.4 | 1   0   1   1   0   0   0   0   0   1   0   1   0   0   0   0
     705606.1 | 1   0   1   1   0   0   0   0   0   0   0   1   0   0   0   0
     705760.0 | 0   0   1   1   0   0   0   0   0   0   0   1   0   0   0   0
     705920.0 | 1   0   1   1   0   0   0   0   0   0   0   1   0   0   0   0
     705922.2 | 1   0   1   1   0   0   0   0   0   0   0   1   1   0   0   0
     705924.1 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
     705924.4 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
     705925.6 | 1   0   1   1   0   0   0   0   0   0   0   1   0   0   0   0
     705925.9 | 1   0   1   1   0   0   0   0   0   0   0   1   1   0   0   0
     706080.0 | 0   0   1   1   0   0   0   0   0   0   0   1   1   0   0   0
     706240.0 | 1   0   1   1   0   0   0   0   0   0   0   1   1   0   0   0
     706400.0 | 0   0   1   1   0   0   0   0   0   0   0   1   1   0   0   0
     706560.0 | 1   0   1   1   0   0   0   0   0   0   0   1   1   0   0   0
     706564.1 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
     706564.3 | 1   0   1   1   0   0   0   0   0   0   0   0   1   1   0   0
     706564.4 | 1   0   1   1   0   0   0   0   0   0   0   0   0   1   0   0
     706565.0 | 1   0   1   1   1   0   0   0   0   0   0   0   0   1   0   0
     706565.5 | 1   0   1   1   1   0   0   0   0   1   0   0   0   1   0   0
     706566.0 | 1   0   1   1   1   0   0   0   0   1   0   1   0   1   0   0
     706566.3 | 1   0   1   1   1   0   0   0   0   1   0   1   1   1   0   0
     706720.0 | 0   0   1   1   1   0   0   0   0   1   0   1   1   1   0   0
     706880.0 | 1   0   1   1   1   0   0   0   0   1   0   1   1   1   0   0
     706883.3 | 1   0   1   1   0   0   0   0   0   1   0   1   1   1   0   0
     706884.4 | 1   0   1   1   0   0   0   0   0   1   0   1   1   0   0   0
     706886.1 | 1   0   1   1   0   0   0   0   0   0   0   1   1   0   0   0
     707040.0 | 0   0   1   1   0   0   0   0   0   0   0   1   1   0   0   0
     707200.0 | 1   0   1   1   0   0   0   0   0   0   0   1   1   0   0   0
     707201.6 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
     707201.8 | 1   0   1   1   0   0   0   0   0   0   1   0   1   0   0   0
     707202.0 | 1   0   1   1   0   0   0   0   0   0   1   0   0   0   0   0
     707204.4 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
     707205.9 | 1   0   1   1   0   0   0   0   0   0   1   0   0   0   0   0
     707360.0 | 0   0   1   1   0   0   0   0   0   0   1   0   0   0   0   0
     707520.0 | 1   0   1   1   0   0   0   0   0   0   1   0   0   0   0   0
     707680.0 | 0   0   1   1   0   0   0   0   0   0   1   0   0   0   0   0
     707840.0 | 1   0   1   1   0   0   0   0   0   0   1   0   0   0   0   0
     707844.3 | 1   0   1   1   0   0   0   0   0   0   1   0   0   1   0   0
     707844.4 | 1   0   1   1   0   0   0   0   0   0   0   0   0   1   0   0
     707845.0 | 1   0   1   1   1   0   0   0   0   0   0   0   0   1   0   0
     707845.5 | 1   0   1   1   1   0   0   0   0   1   0   0   0   1   0   0
     707846.3 | 1   0   1   1   1   0   0   0   0   1   1   0   0   1   0   0
     708000.0 | 0   0   1   1   1   0   0   0   0   1   1   0   0   1   0   0
     708160.0 | 1   0   1   1   1   0   0   0   0   1   1   0   0   1   0   0
     708163.3 | 1   0   1   1   0   0   0   0   0   1   1   0   0   1   0   0
     708164.4 | 1   0   1   1   0   0   0   0   0   1   1   0   0   0   0   0
     708166.1 | 1   0   1   1   0   0   0   0   0   0   1   0   0   0   0   0
     708320.0 | 0   0   1   1   0   0   0   0   0   0   1   0   0   0   0   0
     708480.0 | 1   0   1   1   0   0   0   0   0   0   1   0   0   0   0   0
     708482.2 | 1   0   1   1   0   0   0   0   0   0   1   0   1   0   0   0
     708484.4 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
     708485.9 | 1   0   1   1   0   0   0   0   0   0   1   0   1   0   0   0
     708640.0 | 0   0   1   1   0   0   0   0   0   0   1   0   1   0   0   0
     708800.0 | 1   0   1   1   0   0   0   0   0   0   1   0   1   0   0   0
     708960.0 | 0   0   1   1   0   0   0   0   0   0   1   0   1   0   0   0
     709120.0 | 1   0   1   1   0   0   0   0   0   0   1   0   1   0   0   0
     709124.3 | 1   0   1   1   0   0   0   0   0   0   1   0   1   1   0   0
     709124.4 | 1   0   1   1   0   0   0   0   0   0   0   0   0   1   0   0
     709125.0 | 1   0   1   1   1   0   0   0   0   0   0   0   0   1   0   0
     709125.5 | 1   0   1   1   1   0   0   0   0   1   0   0   0   1   0   0
     709126.3 | 1   0   1   1   1   0   0   0   0   1   1   0   1   1   0   0
     709280.0 | 0   0   1   1   1   0   0   0   0   1   1   0   1   1   0   0
     709440.0 | 1   0   1   1   1   0   0   0   0   1   1   0   1   1   0   0
     709443.3 | 1   0   1   1   0   0   0   0   0   1   1   0   1   1   0   0
     709444.4 | 1   0   1   1   0   0   0   0   0   1   1   0   1   0   0   0
     709446.1 | 1   0   1   1   0   0   0   0   0   0   1   0   1   0   0   0
     709600.0 | 0   0   1   1   0   0   0   0   0   0   1   0   1   0   0   0
     709760.0 | 1   0   1   1   0   0   0   0   0   0   1   0   1   0   0   0
     709762.0 | 1   0   1   1   0   0   0   0   0   0   1   1   0   0   0   0
     709764.1 | 1   0   1   1   0   0   0   0   0   0   1   0   0   0   0   0
     709764.4 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
     709765.6 | 1   0   1   1   0   0   0   0   0   0   0   1   0   0   0   0
     709765.9 | 1   0   1   1   0   0   0   0   0   0   1   1   0   0   0   0
     709920.0 | 0   0   1   1   0   0   0   0   0   0   1   1   0   0   0   0
     710080.0 | 1   0   1   1   0   0   0   0   0   0   1   1   0   0   0   0
     710240.0 | 0   0   1   1   0   0   0   0   0   0   1   1   0   0   0   0
     710400.0 | 1   0   1   1   0   0   0   0   0   0   1   1   0   0   0   0
     710404.1 | 1   0   1   1   0   0   0   0   0   0   1   0   0   0   0   0
     710404.3 | 1   0   1   1   0   0   0   0   0   0   1   0   0   1   0   0
     710404.4 | 1   0   1   1   0   0   0   0   0   0   0   0   0   1   0   0
     710405.0 | 1   0   1   1   1   0   0   0   0   0   0   0   0   1   0   0
     710405.5 | 1   0   1   1   1   0   0   0   0   1   0   0   0   1   0   0
     710406.0 | 1   0   1   1   1   0   0   0   0   1   0   1   0   1   0   0
     710406.3 | 1   0   1   1   1   0   0   0   0   1   1   1   0   1   0   0
     710560.0 | 0   0   1   1   1   0   0   0   0   1   1   1   0   1   0   0
     710720.0 | 1   0   1   1   1   0   0   0   0   1   1   1   0   1   0   0
     710723.3 | 1   0   1   1   0   0   0   0   0   1   1   1   0   1   0   0
     710724.4 | 1   0   1   1   0   0   0   0   0   1   1   1   0   0   0   0
     710726.1 | 1   0   1   1   0   0   0   0   0   0   1   1   0   0   0   0
     710880.0 | 0   0   1   1   0   0   0   0   0   0   1   1   0   0   0   0
     711040.0 | 1   0   1   1   0   0   0   0   0   0   1   1   0   0   0   0
     711042.2 | 1   0   1   1   0   0   0   0   0   0   1   1   1   0   0   0
     711044.1 | 1   0   1   1   0   0   0   0   0   0   1   0   1   0   0   0
     711044.4 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
     711045.6 | 1   0   1   1   0   0   0   0   0   0   0   1   0   0   0   0
     711045.9 | 1   0   1   1   0   0   0   0   0   0   1   1   1   0   0   0
     711200.0 | 0   0   1   1   0   0   0   0   0   0   1   1   1   0   0   0
     711360.0 | 1   0   1   1   0   0   0   0   0   0   1   1   1   0   0   0
     711520.0 | 0   0   1   1   0   0   0   0   0   0   1   1   1   0   0   0
     711680.0 | 1   0   1   1   0   0   0   0   0   0   1   1   1   0   0   0
     711684.1 | 1   0   1   1   0   0   0   0   0   0   1   0   1   0   0   0
     711684.3 | 1   0   1   1   0   0   0   0   0   0   1   0   1   1   0   0
     711684.4 | 1   0   1   1   0   0   0   0   0   0   0   0   0   1   0   0
     711685.0 | 1   0   1   1   1   0   0   0   0   0   0   0   0   1   0   0
     711685.5 | 1   0   1   1   1   0   0   0   0   1   0   0   0   1   0   0
     711686.0 | 1   0   1   1   1   0   0   0   0   1   0   1   0   1   0   0
     711686.3 | 1   0   1   1   1   0   0   0   0   1   1   1   1   1   0   0
     711840.0 | 0   0   1   1   1   0   0   0   0   1   1   1   1   1   0   0
     712000.0 | 1   0   1   1   1   0   0   0   0   1   1   1   1   1   0   0
     712002.8 | 1   0   1   1   0   0   0   0   0   1   1   1   1   1   0   0
     712003.9 | 1   0   1   1   0   0   0   0   0   1   1   1   1   0   0   0
     712005.6 | 1   0   1   1   0   0   0   0   0   0   1   1   1   0   0   0
     712160.0 | 0   0   1   1   0   0   0   0   0   0   1   1   1   0   0   0
     712320.0 | 1   0   1   1   0   0   0   0   0   0   1   1   1   0   0   0
     712321.6 | 1   0   1   1   0   0   0   0   0   0   1   0   1   0   0   0
     712321.7 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
     712322.0 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
     712322.1 | 1   0   1   1   0   0   0   0   1   0   0   0   0   0   0   0
     712322.2 | 1   0   1   1   0   0   0   0   1   1   0   0   0   0   0   0
     712323.9 | 1   0   1   1   0   0   0   1   1   1   0   0   0   0   0   0
     712324.3 | 1   0   1   1   0   0   1   1   1   1   0   0   0   0   0   0
     712480.0 | 0   0   1   1   0   0   1   1   1   1   0   0   0   0   0   0
     712640.0 | 1   0   1   1   0   0   1   1   1   1   0   0   0   0   0   0
     712800.0 | 0   0   1   1   0   0   1   1   1   1   0   0   0   0   0   0
     712960.0 | 1   0   1   1   0   0   1   1   1   1   0   0   0   0   0   0
     712963.4 | 1   0   1   1   0   0   1   0   1   0   0   0   0   0   0   0
     712963.8 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
     712964.3 | 1   0   1   1   0   0   0   0   0   0   0   0   0   1   0   0
     712965.0 | 1   0   1   1   1   0   0   0   0   0   0   0   0   1   0   0
     713120.0 | 0   0   1   1   1   0   0   0   0   0   0   0   0   1   0   0
     713280.0 | 1   0   1   1   1   0   0   0   0   0   0   0   0   1   0   0
     713282.8 | 1   0   1   1   0   0   0   0   0   0   0   0   0   1   0   0
     713440.0 | 0   0   1   1   0   0   0   0   0   0   0   0   0   1   0   0
     713600.0 | 1   0   1   1   0   0   0   0   0   0   0   0   0   1   0   0
     713602.9 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
     713760.0 | 0   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
     713920.0 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
     713922.2 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
     713923.8 | 1   0   1   1   0   0   0   0   0   0   0   0   1   1   0   0
     713924.3 | 1   0   1   1   0   0   0   0   0   0   0   0   0   1   0   0
     713925.8 | 1   0   1   1   0   0   0   0   0   0   0   0   1   1   0   0
     714080.0 | 0   0   1   1   0   0   0   0   0   0   0   0   1   1   0   0
     714240.0 | 1   0   1   1   0   0   0   0   0   0   0   0   1   1   0   0
     714242.9 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
     714400.0 | 0   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
     714560.0 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
     714562.0 | 1   0   1   1   0   0   0   0   0   0   0   1   0   0   0   0
     714563.8 | 1   0   1   1   0   0   0   0   0   0   0   1   0   1   0   0
     714564.0 | 1   0   1   1   0   0   0   0   0   0   0   0   0   1   0   0
     714565.5 | 1   0   1   1   0   0   0   0   0   0   0   1   0   1   0   0
     714720.0 | 0   0   1   1   0   0   0   0   0   0   0   1   0   1   0   0
     714880.0 | 1   0   1   1   0   0   0   0   0   0   0   1   0   1   0   0
     714882.9 | 1   0   1   1   0   0   0   0   0   0   0   1   0   0   0   0
     715040.0 | 0   0   1   1   0   0   0   0   0   0   0   1   0   0   0   0
     715200.0 | 1   0   1   1   0   0   0   0   0   0   0   1   0   0   0   0
     715202.2 | 1   0   1   1   0   0   0   0   0   0   0   1   1   0   0   0
     715203.8 | 1   0   1   1   0   0   0   0   0   0   0   1   1   1   0   0
     715204.0 | 1   0   1   1   0   0   0   0   0   0   0   0   1   1   0   0
     715204.3 | 1   0   1   1   0   0   0   0   0   0   0   0   0   1   0   0
     715205.5 | 1   0   1   1   0   0   0   0   0   0   0   1   0   1   0   0
     715205.8 | 1   0   1   1   0   0   0   0   0   0   0   1   1   1   0   0
     715360.0 | 0   0   1   1   0   0   0   0   0   0   0   1   1   1   0   0
     715520.0 | 1   0   1   1   0   0   0   0   0   0   0   1   1   1   0   0
     715522.9 | 1   0   1   1   0   0   0   0   0   0   0   1   1   0   0   0
     715680.0 | 0   0   1   1   0   0   0   0   0   0   0   1   1   0   0   0
     715840.0 | 1   0   1   1   0   0   0   0   0   0   0   1   1   0   0   0
     715841.6 | 1   0   1   1   0   0   0   0   0   0   0   0   1   0   0   0
     715841.8 | 1   0   1   1   0   0   0   0   0   0   1   0   1   0   0   0
     715842.0 | 1   0   1   1   0   0   0   0   0   0   1   0   0   0   0   0
     715843.8 | 1   0   1   1   0   0   0   0   0   0   1   0   0   1   0   0
     715844.3 | 1   0   1   1   0   0   0   0   0   0   0   0   0   1   0   0
     715845.8 | 1   0   1   1   0   0   0   0   0   0   1   0   0   1   0   0
     716000.0 | 0   0   1   1   0   0   0   0   0   0   1   0   0   1   0   0
     716160.0 | 1   0   1   1   0   0   0   0   0   0   1   0   0   1   0   0
     716162.9 | 1   0   1   1   0   0   0   0   0   0   1   0   0   0   0   0
     716320.0 | 0   0   1   1   0   0   0   0   0   0   1   0   0   0   0   0
     716480.0 | 1   0   1   1   0   0   0   0   0   0   1   0   0   0   0   0
     716482.2 | 1   0   1   1   0   0   0   0   0   0   1   0   1   0   0   0
     716483.8 | 1   0   1   1   0   0   0   0   0   0   1   0   1   1   0   0
     716484.3 | 1   0   1   1   0   0   0   0   0   0   0   0   0   1   0   0
     716485.8 | 1   0   1   1   0   0   0   0   0   0   1   0   1   1   0   0
     716640.0 | 0   0   1   1   0   0   0   0   0   0   1   0   1   1   0   0
     716800.0 | 1   0   1   1   0   0   0   0   0   0   1   0   1   1   0   0
     716802.9 | 1   0   1   1   0   0   0   0   0   0   1   0   1   0   0   0
     716960.0 | 0   0   1   1   0   0   0   0   0   0   1   0   1   0   0   0
     717120.0 | 1   0   1   1   0   0   0   0   0   0   1   0   1   0   0   0
     717122.0 | 1   0   1   1   0   0   0   0   0   0   1   1   0   0   0   0
     717123.8 | 1   0   1   1   0   0   0   0   0   0   1   1   0   1   0   0
     717124.0 | 1   0   1   1   0   0   0   0   0   0   1   0   0   1   0   0
     717124.3 | 1   0   1   1   0   0   0   0   0   0   0   0   0   1   0   0
     717125.5 | 1   0   1   1   0   0   0   0   0   0   0   1   0   1   0   0
     717125.8 | 1   0   1   1   0   0   0   0   0   0   1   1   0   1   0   0
     717280.0 | 0   0   1   1   0   0   0   0   0   0   1   1   0   1   0   0
     717440.0 | 1   0   1   1   0   0   0   0   0   0   1   1   0   1   0   0
     717442.9 | 1   0   1   1   0   0   0   0   0   0   1   1   0   0   0   0
     717600.0 | 0   0   1   1   0   0   0   0   0   0   1   1   0   0   0   0
     717760.0 | 1   0   1   1   0   0   0   0   0   0   1   1   0   0   0   0
     717762.2 | 1   0   1   1   0   0   0   0   0   0   1   1   1   0   0   0
     717763.8 | 1   0   1   1   0   0   0   0   0   0   1   1   1   1   0   0
     717764.0 | 1   0   1   1   0   0   0   0   0   0   1   0   1   1   0   0
     717764.3 | 1   0   1   1   0   0   0   0   0   0   0   0   0   1   0   0
     717765.5 | 1   0   1   1   0   0   0   0   0   0   0   1   0   1   0   0
     717765.8 | 1   0   1   1   0   0   0   0   0   0   1   1   1   1   0   0
     717920.0 | 0   0   1   1   0   0   0   0   0   0   1   1   1   1   0   0
     718080.0 | 1   0   1   1   0   0   0   0   0   0   1   1   1   1   0   0
     718083.8 | 1   0   1   1   0   0   0   0   0   0   1   1   1   0   0   0
     718084.3 | 1   0   1   1   0   0   1   0   1   0   1   1   1   0   0   0
     718086.0 | 1   0   1   1   0   0   1   0   1   0   1   0   1   0   0   0
     718086.3 | 1   0   1   1   0   0   1   0   1   0   0   0   0   0   0   0
     718240.0 | 0   0   1   1   0   0   1   0   1   0   0   0   0   0   0   0
     718400.0 | 1   0   1   1   0   0   1   0   1   0   0   0   0   0   0   0
     718402.4 | 1   0   1   1   0   0   1   0   1   1   0   0   0   0   0   0
     718560.0 | 0   0   1   1   0   0   1   0   1   1   0   0   0   0   0   0
     718720.0 | 1   0   1   1   0   0   1   0   1   1   0   0   0   0   0   0
     718724.1 | 1   0   1   1   0   0   1   0   1   0   0   0   0   0   0   0
     718724.2 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
     718724.6 | 1   0   1   1   0   0   1   0   1   0   0   0   0   0   0   0
     718724.7 | 1   0   1   1   0   0   1   0   1   1   0   0   0   0   0   0
     718880.0 | 0   0   1   1   0   0   1   0   1   1   0   0   0   0   0   0
     719040.0 | 1   0   1   1   0   0   1   0   1   1   0   0   0   0   0   0
     719044.3 | 1   0   1   1   0   0   1   0   1   0   0   0   0   0   0   0
     719044.4 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
     719044.7 | 1   0   1   1   0   0   1   0   1   0   0   0   0   0   0   0
     719044.8 | 1   0   1   1   0   0   1   0   1   1   0   0   0   0   0   0
     719200.0 | 0   0   1   1   0   0   1   0   1   1   0   0   0   0   0   0
     719360.0 | 1   0   1   1   0   0   1   0   1   1   0   0   0   0   0   0
     719362.2 | 1   0   1   1   0   0   1   0   1   1   0   0   1   0   0   0
     719520.0 | 0   0   1   1   0   0   1   0   1   1   0   0   1   0   0   0
     719680.0 | 1   0   1   1   0   0   1   0   1   1   0   0   1   0   0   0
     719684.1 | 1   0   1   1   0   0   1   0   1   0   0   0   0   0   0   0
     719684.2 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
     719684.6 | 1   0   1   1   0   0   1   0   1   0   0   0   0   0   0   0
     719684.7 | 1   0   1   1   0   0   1   0   1   1   0   0   1   0   0   0
     719840.0 | 0   0   1   1   0   0   1   0   1   1   0   0   1   0   0   0
     720000.0 | 1   0   1   1   0   0   1   0   1   1   0   0   1   0   0   0
     720004.3 | 1   0   1   1   0   0   1   0   1   0   0   0   0   0   0   0
     720004.4 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
     720004.7 | 1   0   1   1   0   0   1   0   1   0   0   0   0   0   0   0
     720004.8 | 1   0   1   1   0   0   1   0   1   1   0   0   1   0   0   0
     720160.0 | 0   0   1   1   0   0   1   0   1   1   0   0   1   0   0   0
     720320.0 | 1   0   1   1   0   0   1   0   1   1   0   0   1   0   0   0
     720322.1 | 1   0   1   1   0   0   1   0   1   1   0   1   0   0   0   0
     720480.0 | 0   0   1   1   0   0   1   0   1   1   0   1   0   0   0   0
     720640.0 | 1   0   1   1   0   0   1   0   1   1   0   1   0   0   0   0
     720643.2 | 1   0   1   1   0   0   1   0   1   1   0   0   0   0   0   0
     720644.1 | 1   0   1   1   0   0   1   0   1   0   0   0   0   0   0   0
     720644.2 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
     720644.5 | 1   0   1   1   0   0   0   0   0   0   0   1   0   0   0   0
     720644.6 | 1   0   1   1   0   0   1   0   1   0   0   1   0   0   0   0
     720644.7 | 1   0   1   1   0   0   1   0   1   1   0   1   0   0   0   0
     720800.0 | 0   0   1   1   0   0   1   0   1   1   0   1   0   0   0   0
     720960.0 | 1   0   1   1   0   0   1   0   1   1   0   1   0   0   0   0
     720963.4 | 1   0   1   1   0   0   1   0   1   1   0   0   0   0   0   0
     720964.3 | 1   0   1   1   0   0   1   0   1   0   0   0   0   0   0   0
     720964.4 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
     720964.6 | 1   0   1   1   0   0   0   0   0   0   0   1   0   0   0   0
     720964.7 | 1   0   1   1   0   0   1   0   1   0   0   1   0   0   0   0
     720964.8 | 1   0   1   1   0   0   1   0   1   1   0   1   0   0   0   0
     721120.0 | 0   0   1   1   0   0   1   0   1   1   0   1   0   0   0   0
     721280.0 | 1   0   1   1   0   0   1   0   1   1   0   1   0   0   0   0
     721282.2 | 1   0   1   1   0   0   1   0   1   1   0   1   1   0   0   0
     721440.0 | 0   0   1   1   0   0   1   0   1   1   0   1   1   0   0   0
     721600.0 | 1   0   1   1   0   0   1   0   1   1   0   1   1   0   0   0
     721603.2 | 1   0   1   1   0   0   1   0   1   1   0   0   1   0   0   0
     721604.1 | 1   0   1   1   0   0   1   0   1   0   0   0   0   0   0   0
     721604.2 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
     721604.5 | 1   0   1   1   0   0   0   0   0   0   0   1   0   0   0   0
     721604.6 | 1   0   1   1   0   0   1   0   1   0   0   1   0   0   0   0
     721604.7 | 1   0   1   1   0   0   1   0   1   1   0   1   1   0   0   0
     721760.0 | 0   0   1   1   0   0   1   0   1   1   0   1   1   0   0   0
     721920.0 | 1   0   1   1   0   0   1   0   1   1   0   1   1   0   0   0
     721923.4 | 1   0   1   1   0   0   1   0   1   1   0   0   1   0   0   0
     721924.3 | 1   0   1   1   0   0   1   0   1   0   0   0   0   0   0   0
     721924.4 | 1   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0
     721924.6 | 1   0   1   1   0   0   0   0   0   0   0   1   0   0   0   0
     721924.7 | 1   0   1   1   0   0   1   0   1   0   0   1   0   0   0   0
